Identifier,Price,Price_cat,Month_sold,Year_sold,Sale_type,Type,Area,Size,Street_front,Plot_shape,Incline,SlopeType,Condition,Year_Built,Year_Renov,Water,Tarred_road,Culdesac,Corner,Roof_Type,Bathrooms,Bedrooms,KitchenCondition,Braais_Fireplaces,Garages,Driveway,Pool,BusyStreet,NearRail,NearGreen
409291355,2050000,Average,7,2019,Normal,Duplex,Residential,757,,Irregular,Up,Gentle,7,1940,1950,1,Yes,0,1,Traditional,2.5,5,0,2,2,Paved,Yes,0,0,0
409294475,1448000,Average,10,2019,Other,Single storey,Residential,845,21,Regular,Flat,Gentle,6,1954,1954,1,Yes,0,0,Traditional,2,2,0,1,1,Paved,No,1,0,0
409437405,1745000,Average,7,2019,Normal,Double storey,Residential,1115,23,Regular,Down,Gentle,7,1941,1950,1,Yes,0,0,Traditional,1.5,3,-1,1,1,Paved,No,0,0,0
409437475,1930000,Average,5,2019,Normal,Single storey,Residential,1239,27,Irregular,Flat,Gentle,6,1960,1960,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
409438435,1580000,Average,10,2019,Normal,Single storey,Residential,1449,24,Regular,Down,Gentle,6,1949,2005,1,Yes,0,0,Traditional,3,3,-1,1,1,Paved,Yes,0,0,0
409439545,1585000,Average,8,2019,Other,Single storey,Residential,1301,24,Regular,Flat,Gentle,7,1950,2004,1,Yes,0,0,Traditional,1.5,3,0,1,1,Paved,Yes,0,0,0
409440585,2240000,High,1,2019,Normal,Single storey,Residential,1626,30,Regular,Down,Moderate,6,1954,1954,1,Yes,0,1,Traditional,2.5,3,0,2,2,Paved,Yes,0,0,1
409463385,1150000,Low,5,2019,Normal,Estate,Residential,161,7,Regular,Flat,Gentle,6,1980,1980,1,Yes,0,0,Traditional,1,2,0,1,2,Paved,Yes,0,0,0
409463445,1370000,Average,10,2019,Normal,Estate,Residential,138,7,Regular,Flat,Gentle,6,1980,1992,1,Yes,0,0,Traditional,2.5,2,0,1,2,Paved,Yes,0,0,0
409463485,1210000,Low,7,2019,Normal,Estate,Residential,150,7,Regular,Flat,Gentle,6,1980,1980,1,Yes,0,0,Traditional,1.5,2,0,1,2,Paved,Yes,0,0,0
409463525,1240000,Low,5,2019,Normal,Estate,Residential,121,7,Regular,Flat,Gentle,6,1980,1980,1,Yes,0,0,Traditional,1.5,2,0,1,2,Paved,Yes,0,0,0
409464395,2080000,Average,4,2019,Normal,Double storey,Residential,1264,,Irregular,Flat,Gentle,6,1986,1986,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
409487385,3150000,High,7,2019,Normal,Single storey,Residential,1635,,Regular,Down,Gentle,8,1971,2009,1,Yes,0,0,Traditional,3,3,1,2,2,Paved,Yes,0,0,0
409487645,2220000,High,12,2019,Normal,Single storey,Residential,2016,,Irregular,Flat,Gentle,8,1988,2007,1,Yes,0,1,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
410214415,1470000,Average,7,2019,Normal,Double storey,Residential,993,18,Regular,Flat,Gentle,6,1920,1997,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
410216395,1230000,Low,12,2019,Normal,Double storey,Residential,805,15,Regular,Down,Gentle,6,1900,1993,1,Yes,0,0,Traditional,2,5,0,0,2,Paved,Yes,0,0,0
410217365,780000,Low,7,2019,Normal,Double storey,Residential,595,18,Regular,Flat,Gentle,5,1920,1950,1,Yes,0,1,Traditional,1,3,0,0,1,,Yes,0,0,0
411115395,850000,Low,10,2019,Other,Single storey,Commercial,787,32,Irregular,Flat,Gentle,3,1915,1982,1,Yes,0,1,Traditional,1,2,-1,0,0,,Yes,1,0,0
411116405,750000,Low,5,2019,Normal,Single storey,Commercial,948,18,Regular,Flat,Gentle,5,1925,1950,1,Yes,0,0,Traditional,1,2,0,0,1,,Yes,0,0,0
411382845,2300000,High,6,2019,Other,Estate,Residential,357,13,Irregular,Up,Moderate,7,2007,2008,1,Yes,0,0,Traditional,3.5,2,1,1,2,Paved,Yes,0,0,0
412263455,576250,Low,3,2019,Normal,Single storey,Industrial,2023,33,Regular,Flat,Gentle,3,1910,1950,1,No,0,0,Traditional,1,1,0,0,1,,Yes,0,0,0
414477365,2510000,High,5,2019,Normal,Double storey,Residential,941,23,Regular,Flat,Gentle,7,2000,2001,1,Yes,0,0,Traditional,2.5,3,0,1,3,Paved,Yes,0,0,0
414477385,2396860,High,8,2019,Other,Single storey,Residential,1191,15,Irregular,Flat,Gentle,6,2003,2003,1,Yes,1,0,Traditional,2.5,1,0,1,2,Paved,Yes,0,0,0
414477400,2400000,High,4,2019,Normal,Single storey,Residential,1126,13,Irregular,Flat,Gentle,6,2004,2005,1,Yes,1,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
414486415,2150000,High,6,2019,Normal,Double storey,Residential,1134,22,Irregular,Flat,Gentle,6,2001,2002,1,Yes,1,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
414487355,1564500,Average,4,2019,Normal,Double storey,Residential,906,23,Regular,Flat,Gentle,6,1977,1977,1,Yes,0,0,Traditional,2,2,0,1,1,Paved,Yes,0,0,0
414487375,1730000,Average,11,2019,Normal,Double storey,Residential,870,22,Regular,Down,Gentle,7,1977,1977,1,Yes,0,0,Traditional,2.5,2,0,2,2,Paved,Yes,0,0,0
414488365,1260000,Low,8,2019,Normal,Duplex,Residential,941,23,Regular,Flat,Gentle,5,1977,1977,1,Yes,0,0,Traditional,2,4,0,0,2,Paved,No,0,0,0
414488725,1730000,Average,6,2019,Normal,Double storey,Residential,924,,Irregular,Flat,Gentle,6,1990,1991,1,Yes,1,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
414488775,1520000,Average,4,2019,Other,Single storey,Residential,1028,25,Regular,Flat,Gentle,5,1991,1991,1,Yes,0,0,Traditional,3,2,0,0,2,Paved,No,0,0,0
416188375,1375000,Average,1,2019,Other,Single storey,Residential,1335,,Irregular,Flat,Gentle,6,1958,1958,0,Yes,1,0,Traditional,1.5,3,0,1,2,Paved,Yes,0,0,0
416188470,3750000,High,6,2019,Normal,Single storey,Residential,19997,46,Irregular,Down,Severe,6,1965,1965,1,Yes,0,0,Traditional,4,3,0,2,2,Paved,No,0,0,0
416392415,3155000,High,9,2019,Normal,Single storey,Residential,1198,27,Irregular,Up,Gentle,7,2007,2008,1,Yes,0,0,Traditional,3,2,1,1,3,Paved,Yes,0,0,0
416394355,2245000,High,7,2019,Other,Double storey,Residential,1223,25,Irregular,Up,Gentle,6,2009,2009,1,Yes,0,1,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
416394445,4100000,High,7,2019,Normal,Single storey,Residential,1248,34,Irregular,Up,Gentle,7,2008,2008,1,Yes,0,1,Traditional,3,3,1,1,3,Paved,Yes,0,0,0
416394455,3165000,High,1,2019,Normal,Single storey,Residential,1344,24,Irregular,Up,Gentle,7,2008,2008,1,Yes,0,1,Traditional,3,3,1,0,3,Paved,Yes,0,0,0
416398485,2010000,Average,7,2019,Normal,Single storey,Residential,829,22,Irregular,Up,Gentle,7,2007,2007,1,Yes,0,0,Traditional,2,3,0,0,3,Paved,Yes,0,0,0
416415355,1750000,Average,3,2019,Normal,Single storey,Residential,1064,40,Irregular,Flat,Gentle,6,1988,1988,1,Yes,0,1,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
416415545,2040000,Average,2,2019,Normal,Double storey,Residential,914,,Irregular,Flat,Gentle,7,1980,2006,1,Yes,1,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
416415595,2135000,High,7,2019,Normal,Double storey,Residential,1340,38,Irregular,Flat,Gentle,6,1987,1989,1,Yes,0,1,Traditional,4.5,3,0,1,2,Paved,Yes,0,0,0
416467415,2200000,High,6,2019,Normal,Single storey,Residential,637,,Irregular,Flat,Gentle,7,2001,2002,1,Yes,0,0,Traditional,3,2,0,0,2,Paved,Yes,0,0,0
416472455,1700000,Average,2,2019,Other,Double storey,Residential,851,23,Irregular,Flat,Gentle,6,2003,2003,1,Yes,0,1,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
416487385,3150000,High,3,2019,Normal,Single storey,Residential,1356,26,Regular,Flat,Gentle,7,2006,2006,1,Yes,0,0,Traditional,3,2,1,1,3,Paved,Yes,0,0,0
421140395,4250000,High,5,2019,Normal,Single storey,Residential,1174,26,Irregular,Up,Gentle,7,2007,2007,1,Yes,0,0,Traditional,3,2,1,1,3,Paved,Yes,0,0,0
423213445,1395000,Average,4,2019,Normal,Single storey,Residential,1163,23,Irregular,Flat,Gentle,6,1968,1968,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
423214405,1150000,Low,11,2019,Normal,Single storey,Residential,2021,30,Regular,Flat,Gentle,5,1960,2006,1,Yes,0,0,Traditional,1,3,0,1,2,Paved,No,0,0,0
423215455,1620000,Average,6,2019,Normal,Estate,Residential,418,10,Regular,Flat,Gentle,6,1998,1998,1,Yes,0,0,Traditional,3,2,0,0,2,Paved,Yes,0,0,0
423215535,1650000,Average,6,2019,Normal,Estate,Residential,418,,Regular,Flat,Gentle,6,1999,1999,1,Yes,0,0,Traditional,3,2,0,0,2,Paved,Yes,0,0,0
423237705,910000,Low,11,2019,Normal,Estate,Residential,148,6,Regular,Flat,Gentle,5,1973,1973,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,Yes,0,0,0
423237835,1300000,Average,11,2019,Normal,Single storey,Residential,916,19,Regular,Flat,Gentle,6,1968,1968,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
423238615,860000,Low,5,2019,Normal,Estate,Residential,142,6,Regular,Flat,Gentle,6,1970,2002,1,Yes,0,0,Traditional,2,1,0,0,1,Paved,No,0,0,0
423239425,1600000,Average,3,2019,Normal,Single storey,Residential,1243,25,Irregular,Flat,Moderate,5,1969,2000,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
423240455,800000,Low,4,2019,Normal,Estate,Residential,137,6,Regular,Flat,Gentle,4,1970,1970,1,Yes,0,0,Traditional,2,1,0,0,1,Paved,No,0,0,0
423240495,970000,Low,5,2019,Normal,Estate,Residential,142,6,Regular,Flat,Gentle,5,1970,2008,1,Yes,0,0,Traditional,1.5,3,0,1,0,Paved,No,0,0,0
423240575,880000,Low,8,2019,Normal,Estate,Residential,206,6,Regular,Flat,Gentle,4,1970,1970,1,Yes,0,0,Traditional,1.5,3,0,0,1,Paved,Yes,0,0,0
423242545,1319000,Average,7,2019,Normal,Double storey,Residential,714,15,Irregular,Flat,Gentle,7,1972,1972,1,Yes,0,0,Traditional,1.5,2,0,0,1,Paved,Yes,0,0,0
423264420,1312500,Average,8,2019,Normal,Double storey,Residential,716,19,Regular,Flat,Gentle,6,1993,1996,1,Yes,0,0,Traditional,1.5,2,0,0,1,Paved,Yes,0,0,0
423287385,1655000,Average,7,2019,Normal,Double storey,Residential,846,,Irregular,Flat,Gentle,6,1978,1978,1,Yes,0,1,Traditional,2,1,0,1,2,Paved,Yes,0,0,0
423287485,1120000,Low,3,2019,Normal,Single storey,Residential,816,,Irregular,Flat,Gentle,5,1985,1985,1,Yes,0,1,Traditional,2,3,0,0,0,Paved,No,0,0,0
423288605,1490000,Average,6,2019,Normal,Double storey,Residential,712,21,Regular,Flat,Gentle,6,1992,1993,1,Yes,0,0,Traditional,2,2,0,1,2,Paved,Yes,0,0,0
423412370,1430000,Average,10,2019,Normal,Single storey,Residential,1311,26,Irregular,Flat,Gentle,5,1993,1995,1,Yes,0,0,Traditional,2.5,1,0,0,2,Paved,Yes,0,0,0
423412455,1300000,Average,7,2019,Normal,Double storey,Residential,969,19,Regular,Flat,Gentle,5,1992,1992,1,Yes,0,0,Traditional,1.5,3,0,0,2,Paved,Yes,0,0,0
424112385,1960000,Average,5,2019,Normal,Single storey,Residential,912,,Irregular,Flat,Moderate,6,1977,1977,1,Yes,0,0,Traditional,3,2,0,2,2,Paved,Yes,0,0,0
424112405,1730000,Average,4,2019,Normal,Double storey,Residential,971,21,Irregular,Flat,Moderate,6,1969,1969,1,Yes,0,0,Traditional,1.5,4,0,1,2,Paved,Yes,0,0,0
26363375,1765000,Average,5,2018,Normal,Single storey,Residential,1025,27,Irregular,Flat,Gentle,7,1958,2002,1,Yes,0,1,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
26365395,2375000,High,5,2018,Normal,Single storey,Residential,1201,,Irregular,Flat,Gentle,7,1970,1970,1,Yes,0,1,Traditional,2.5,4,0,2,2,Paved,Yes,0,0,0
26366415,2069000,Average,6,2018,Normal,Double storey,Residential,1029,26,Regular,Flat,Gentle,6,1969,1969,1,Yes,0,0,Traditional,2.5,4,0,2,2,Paved,Yes,0,0,0
27117395,1875000,Average,4,2018,Normal,Double storey,Residential,808,22,Irregular,Flat,Gentle,6,1997,1998,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27118395,1650000,Average,10,2018,Normal,Double storey,Residential,756,20,Regular,Flat,Gentle,6,1995,1996,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27118485,1955000,Average,5,2018,Normal,Double storey,Residential,886,18,Irregular,Flat,Gentle,6,1998,1998,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
27118495,1920000,Average,7,2018,Normal,Double storey,Residential,840,18,Irregular,Flat,Gentle,6,1998,1998,1,Yes,0,0,Traditional,3.5,3,0,2,2,Paved,Yes,0,0,0
27119355,1730000,Average,11,2018,Normal,Double storey,Residential,1397,,Irregular,Flat,Gentle,6,1996,1996,1,Yes,0,1,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27119435,1779000,Average,11,2018,Normal,Single storey,Residential,1313,16,Irregular,Flat,Gentle,5,1996,1997,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
27119555,1750000,Average,8,2018,Normal,Double storey,Residential,2032,17,Irregular,Up,Gentle,6,1996,1997,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
27139485,2860000,High,8,2018,Normal,Estate,Residential,457,12,Regular,Flat,Gentle,7,2001,2002,1,Yes,0,0,Traditional,2.5,0,1,1,2,Paved,Yes,0,0,0
27143455,2479000,High,7,2018,Normal,Estate,Residential,582,14,Irregular,Flat,Gentle,7,1997,1997,1,Yes,0,1,Traditional,2.5,1,0,1,2,Paved,No,0,0,0
27152435,1800000,Average,10,2018,Normal,Estate,Residential,501,12,Irregular,Up,Gentle,7,1993,1993,1,Yes,0,0,Traditional,3,2,0,1,2,Paved,Yes,0,0,0
27157435,1800000,Average,8,2018,Normal,Estate,Residential,471,12,Irregular,Up,Gentle,7,1992,1992,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
27173355,1810000,Average,7,2018,Normal,Double storey,Residential,1007,30,Irregular,Flat,Gentle,6,1997,1998,1,Yes,0,1,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27174525,1830000,Average,4,2018,Other,Double storey,Residential,1039,22,Irregular,Flat,Gentle,6,1998,1998,1,Yes,0,1,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27175445,1880000,Average,6,2018,Normal,Double storey,Residential,743,,Regular,Flat,Gentle,6,1995,1996,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
27176465,1945000,Average,10,2018,Normal,Double storey,Residential,1006,,Irregular,Flat,Gentle,6,1994,1996,1,Yes,0,1,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27177355,1850000,Average,9,2018,Normal,Double storey,Residential,1307,,Regular,Flat,Gentle,6,1991,1991,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
27195375,1890000,Average,10,2018,Normal,Estate,Residential,434,12,Irregular,Up,Gentle,7,1988,1989,1,Yes,0,0,Traditional,3,2,0,1,2,Paved,Yes,0,0,0
27195405,1885000,Average,4,2018,Normal,Estate,Residential,553,20,Irregular,Up,Moderate,7,1989,1989,1,Yes,0,0,Traditional,3,2,0,1,2,Paved,Yes,0,0,0
27220355,3550000,High,7,2018,Normal,Double storey,Residential,1258,31,Irregular,Up,Gentle,7,2005,2005,1,Yes,0,1,Traditional,3.5,5,1,1,3,Paved,Yes,0,0,0
27224395,3250000,High,6,2018,Normal,Double storey,Residential,1040,23,Irregular,Flat,Gentle,7,2005,2007,1,Yes,0,0,Traditional,2.5,4,1,1,3,Paved,Yes,0,0,0
27226375,3870000,High,9,2018,Normal,Single storey,Residential,1431,16,Irregular,Up,Gentle,7,2004,2004,1,Yes,1,0,Traditional,3,2,1,1,3,Paved,Yes,0,0,0
27238365,1150000,Low,5,2018,Normal,Single storey,Residential,2900,,Irregular,Down,Gentle,4,1952,1952,1,Yes,0,0,Traditional,1,3,0,2,2,Paved,Yes,1,0,0
27264425,3340000,High,7,2018,Normal,Estate,Residential,754,18,Regular,Up,Gentle,7,2007,2007,1,Yes,0,0,Traditional,3,2,1,1,2,Paved,Yes,0,0,1
27288385,1330000,Average,7,2018,Other,Single storey,Residential,4392,,Irregular,Flat,Gentle,6,1950,1950,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27313515,2150000,High,11,2018,Normal,Double storey,Residential,1909,14,Irregular,Flat,Gentle,7,1986,1991,1,Yes,1,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27313590,2265000,High,6,2018,Normal,Single storey,Residential,1178,19,Irregular,Flat,Gentle,7,1988,1988,1,Yes,0,0,Traditional,3,2,1,1,2,Paved,Yes,0,0,0
27314395,1755000,Average,6,2018,Normal,Single storey,Residential,1123,24,Irregular,Flat,Gentle,6,1981,1981,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
27314415,1819000,Average,7,2018,Normal,Single storey,Residential,1006,,Irregular,Flat,Gentle,7,1983,1983,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
27314530,2350000,High,8,2018,Normal,Single storey,Residential,1724,17,Irregular,Flat,Gentle,6,1978,1978,1,Yes,1,0,Traditional,3,3,0,2,2,Paved,Yes,0,0,0
27314555,2200000,High,3,2018,Normal,Single storey,Residential,1342,26,Regular,Flat,Gentle,6,1979,1979,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27337415,2720000,High,7,2018,Normal,Double storey,Residential,1136,,Irregular,Flat,Gentle,7,1977,1995,1,Yes,0,1,Traditional,3.5,4,0,1,2,Paved,Yes,0,0,1
27337585,1610000,Average,11,2018,Normal,Single storey,Residential,1214,27,Regular,Flat,Gentle,6,1976,1976,1,Yes,0,1,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
27338475,1750000,Average,3,2018,Other,Single storey,Residential,1450,,Irregular,Flat,Gentle,6,1977,1977,1,Yes,0,1,Traditional,2.5,3,1,0,2,Paved,Yes,0,0,0
27366505,1850000,Average,3,2018,Normal,Double storey,Residential,966,24,Regular,Flat,Gentle,7,1980,1988,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27369455,1469000,Average,6,2018,Normal,Double storey,Residential,905,23,Regular,Flat,Gentle,6,1969,1969,1,Yes,0,0,Traditional,1.5,3,0,0,2,Paved,No,0,0,0
27369525,2925000,High,12,2018,Normal,Double storey,Residential,1162,,Irregular,Flat,Gentle,7,1978,1978,1,Yes,0,1,Flat,3,4,0,2,4,Paved,Yes,0,0,0
27370465,1800000,Average,5,2018,Other,Single storey,Residential,1055,32,Regular,Flat,Gentle,6,1976,1976,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
27371375,1599000,Average,4,2018,Normal,Single storey,Residential,966,24,Regular,Flat,Gentle,6,1976,1976,1,Yes,0,0,Traditional,2,2,0,1,2,Paved,Yes,0,0,0
27371415,2050000,Average,9,2018,Normal,Double storey,Residential,974,24,Regular,Flat,Gentle,7,1976,1976,1,Yes,0,0,Traditional,2.5,4,0,1,2,Paved,Yes,0,0,0
27390365,1570000,Average,11,2018,Normal,Single storey,Residential,929,24,Regular,Flat,Gentle,6,1973,2000,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
27392585,3060000,High,6,2018,Normal,Double storey,Residential,1330,,Irregular,Flat,Gentle,7,1996,1996,1,Yes,0,0,Traditional,3.5,4,0,1,3,Paved,Yes,0,0,0
27413475,1330000,Average,6,2018,Normal,Duplex,Residential,836,18,Regular,Flat,Gentle,5,1974,1974,1,Yes,0,0,Traditional,3,4,0,0,2,Paved,Yes,0,0,0
27414405,1510000,Average,7,2018,Normal,Single storey,Residential,906,20,Regular,Flat,Gentle,7,1969,1969,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
27414475,1119000,Low,9,2018,Normal,Single storey,Residential,956,21,Regular,Flat,Gentle,5,1969,1969,1,Yes,0,0,Traditional,1,2,0,0,1,Paved,Yes,0,0,0
27415705,1230000,Low,5,2018,Normal,Single storey,Residential,702,19,Regular,Flat,Gentle,5,1971,1971,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,No,0,0,0
27437380,1112500,Low,4,2018,Normal,Single storey,Residential,1183,,Irregular,Flat,Gentle,5,1972,1972,1,Yes,0,0,Traditional,1,3,0,0,2,Paved,Yes,0,0,0
27439455,1810000,Average,8,2018,Other,Estate,Residential,377,10,Regular,Flat,Gentle,6,1998,1999,1,Yes,0,0,Traditional,3,2,0,0,2,Paved,Yes,0,0,0
27462455,1034000,Low,2,2018,Normal,Estate,Residential,156,6,Regular,Flat,Gentle,6,1973,1973,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,Yes,0,0,0
27462595,1000000,Low,11,2018,Normal,Estate,Residential,156,6,Regular,Flat,Gentle,6,1973,1973,1,Yes,0,0,Traditional,2.5,2,0,0,1,Paved,No,0,0,0
27462865,1005000,Low,4,2018,Normal,Estate,Residential,176,6,Regular,Flat,Gentle,6,1972,1972,1,Yes,0,0,Traditional,1.5,2,0,0,1,Paved,Yes,0,0,0
27463405,1060000,Low,9,2018,Normal,Estate,Residential,174,6,Regular,Flat,Gentle,6,1970,1970,1,Yes,0,0,Traditional,1.5,2,0,0,1,Paved,No,0,0,0
27463635,854000,Low,7,2018,Other,Estate,Residential,156,6,Regular,Flat,Gentle,6,1971,1971,1,Yes,0,0,Traditional,1.5,2,0,0,1,Paved,No,0,0,0
27463745,895000,Low,8,2018,Normal,Estate,Residential,156,6,Regular,Flat,Gentle,5,1971,1971,1,Yes,0,0,Traditional,1.5,2,0,0,1,Paved,No,0,0,0
27463895,1117500,Low,12,2018,Normal,Estate,Residential,156,6,Regular,Flat,Gentle,5,1972,1972,1,Yes,0,0,Traditional,2.5,3,0,0,1,Paved,No,0,0,0
27464495,1400000,Average,10,2018,Other,Estate,Residential,376,16,Regular,Flat,Gentle,6,1977,1977,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
27465505,1430000,Average,5,2018,Normal,Estate,Residential,214,7,Regular,Flat,Gentle,6,1975,1975,1,Yes,0,0,Traditional,2.5,4,0,0,2,Paved,No,0,0,0
27466465,1485000,Average,9,2018,Normal,Estate,Residential,235,7,Regular,Flat,Gentle,7,1977,1977,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
27467615,1100000,Low,10,2018,Normal,Single storey,Residential,880,,Regular,Flat,Gentle,5,1966,1966,1,Yes,0,1,Traditional,1,3,0,0,1,Paved,No,0,0,0
28114375,3946170,High,11,2018,Other,Single storey,Residential,1156,29,Regular,Flat,Gentle,7,2008,2008,1,Yes,0,0,Traditional,3,2,1,1,3,Paved,Yes,0,0,0
28114455,4260000,High,8,2018,Other,Double storey,Residential,1159,29,Regular,Flat,Gentle,8,2007,2008,1,Yes,0,0,Traditional,3.5,3,1,1,3,Paved,Yes,0,0,0
28116395,3850000,High,6,2018,Other,Single storey,Residential,1375,35,Regular,Flat,Gentle,8,2007,2008,1,Yes,0,0,Traditional,3,2,1,1,3,Paved,Yes,0,0,1
28116425,4462610,High,11,2018,Other,Double storey,Residential,1389,20,Irregular,Flat,Gentle,7,2008,2008,1,Yes,0,0,Traditional,3.5,3,1,1,3,Paved,Yes,0,0,0
28120495,3175000,High,1,2018,Other,Single storey,Residential,1180,30,Regular,Flat,Gentle,7,2007,2007,1,Yes,0,0,Traditional,3,3,0,0,3,Paved,Yes,0,0,0
28122425,3724020,High,1,2018,Other,Single storey,Residential,1291,33,Regular,Flat,Gentle,7,2007,2008,1,Yes,0,0,Traditional,3,2,0,1,3,Paved,Yes,0,0,0
28122455,4175000,High,8,2018,Normal,Single storey,Residential,1272,32,Regular,Flat,Gentle,7,2007,2007,1,Yes,0,0,Traditional,3.5,4,1,1,3,Paved,Yes,0,0,0
28126385,3830000,High,5,2018,Normal,Single storey,Residential,1339,32,Irregular,Flat,Gentle,7,2007,2007,1,Yes,0,0,Traditional,3,2,1,1,3,Paved,Yes,0,0,0
28130375,3900000,High,10,2018,Other,Double storey,Residential,1247,33,Regular,Flat,Gentle,7,2006,2006,1,Yes,0,0,Traditional,3.5,4,1,1,3,Paved,Yes,0,0,0
28130435,4600000,High,6,2018,Normal,Double storey,Residential,1165,29,Regular,Flat,Gentle,8,2005,2006,1,Yes,0,0,Traditional,3.5,4,1,1,4,Paved,Yes,0,0,1
28132475,3790000,High,8,2018,Normal,Double storey,Residential,1129,31,Irregular,Flat,Gentle,7,2005,2005,1,Yes,0,0,Traditional,3.5,3,1,1,3,Paved,Yes,0,0,0
28154365,2500000,High,6,2018,Normal,Double storey,Residential,827,23,Regular,Flat,Gentle,7,2007,2007,1,Yes,0,0,Traditional,2.5,4,0,1,3,Paved,Yes,0,0,0
28154485,3160000,High,7,2018,Normal,Double storey,Residential,982,26,Irregular,Flat,Gentle,7,2004,2004,1,Yes,0,0,Traditional,3.5,4,1,1,3,Paved,Yes,0,0,0
28176405,6150000,High,2,2018,Normal,Single storey,Residential,1182,32,Regular,Up,Moderate,8,2003,2003,1,Yes,0,0,Traditional,3.5,1,1,2,3,Paved,Yes,0,0,0
28178465,4125000,High,3,2018,Normal,Double storey,Residential,1272,34,Irregular,Flat,Gentle,7,2003,2004,1,Yes,0,0,Traditional,3.5,3,1,2,3,Paved,Yes,0,0,0
28182415,2840000,High,8,2018,Normal,Double storey,Residential,987,26,Regular,Flat,Gentle,6,2003,2004,1,Yes,0,0,Traditional,3.5,3,0,1,3,Paved,Yes,0,0,0
28184425,2840000,High,6,2018,Normal,Single storey,Residential,1008,28,Irregular,Flat,Gentle,7,2003,2004,1,Yes,0,1,Traditional,3,2,0,1,3,Paved,Yes,0,0,0
28190415,4212500,High,1,2018,Normal,Double storey,Residential,1570,40,Regular,Flat,Gentle,7,2001,2002,1,Yes,0,0,Traditional,3.5,4,0,1,3,Paved,Yes,0,0,0
28190435,3700000,High,7,2018,Normal,Double storey,Residential,1528,34,Irregular,Flat,Gentle,7,2003,2003,1,Yes,0,1,Traditional,2.5,4,0,1,3,Paved,Yes,0,0,0
28192455,3368600,High,11,2018,Other,Estate,Residential,939,18,Irregular,Flat,Gentle,7,2008,2008,1,Yes,0,0,Traditional,3,2,1,1,3,Paved,Yes,0,0,0
28192485,3672940,High,10,2018,Other,Estate,Residential,815,20,Regular,Flat,Gentle,7,2008,2008,1,Yes,0,1,Traditional,2.5,1,1,1,3,Paved,Yes,0,0,0
28193355,1920000,Average,6,2018,Normal,Estate,Residential,1143,41,Irregular,Flat,Gentle,6,2005,2005,1,Yes,0,1,Traditional,2,2,0,1,2,Paved,Yes,0,0,0
